,Presion,Tonelaje,Velocidad,%Solidos,Potencia,F80,Brazo,picos_intens
849,6082.22,3010.56,8.93,76.12,11587.76,55.96,2.14,0.0
852,5934.5,0.83,8.65,0.08,9263.75,58.69,1.81,1.0
853,6113.82,2720.02,9.33,70.68,14821.77,74.65,2.6,0.0
854,6257.0,3422.48,8.92,74.85,11295.81,67.43,2.01,0.0
855,5917.68,2205.95,8.03,76.66,10343.98,34.97,2.17,0.0
857,5953.18,2279.48,8.29,78.15,10997.19,40.92,2.22,0.0
858,5976.3,3286.36,9.33,74.9,13413.83,72.54,2.41,0.0
859,6257.64,3542.95,8.94,75.69,12649.61,82.39,2.24,0.0
860,6085.18,3011.06,8.93,76.07,11629.08,55.95,2.14,0.0
861,6231.82,3578.55,8.93,75.65,12534.66,83.38,2.24,0.0
862,6074.58,2994.06,8.93,75.8,11510.92,56.54,2.11,0.0
863,5807.0,2416.84,9.1,67.87,12353.81,65.87,2.34,0.0
864,5883.64,2611.24,8.93,70.32,12603.49,74.56,2.4,0.0
865,6038.81,3329.06,8.83,76.43,10583.78,79.08,1.97,0.0
866,6048.08,3283.12,8.83,76.44,10529.82,77.93,1.98,0.0
867,6233.5,3232.42,8.92,74.4,11076.71,64.3,2.0,0.0
868,5807.96,2567.69,8.93,69.07,12083.95,64.5,2.33,0.0
869,5917.17,2224.59,8.03,78.82,10419.82,35.35,2.2,0.0
870,6257.97,3518.73,8.94,75.98,12650.64,83.46,2.26,0.0
873,6076.21,2999.36,8.93,75.9,11541.05,56.11,2.14,0.0
874,6315.3,3898.98,8.63,76.11,12348.99,43.36,2.26,0.0
875,6079.08,3024.99,8.93,75.83,11538.52,55.92,2.13,0.0
876,5816.7,1791.31,7.03,69.57,7423.26,53.07,1.83,1.0
877,5922.63,3291.46,9.13,74.56,12771.66,63.48,2.36,0.0
878,5808.14,2530.97,8.93,68.84,12055.15,64.28,2.33,0.0
879,5787.38,2802.86,8.81,81.62,9581.38,56.13,1.88,0.0
880,5960.23,3300.69,9.33,74.74,13350.35,68.94,2.4,0.0
881,6258.44,3579.36,8.94,75.91,12660.63,83.7,2.27,0.0
882,6271.91,3217.22,8.92,74.7,11066.28,66.27,1.98,0.0
883,6187.52,2701.5,9.33,69.97,15325.59,76.24,2.66,0.0
885,6093.5,3734.37,8.78,77.82,10850.38,67.49,2.04,0.0
891,5775.53,2165.82,8.68,66.6,11694.15,72.68,2.34,0.0
897,5788.16,2799.84,8.82,79.94,9566.83,55.58,1.87,0.0
900,5973.96,3304.86,9.33,74.65,13440.54,72.45,2.4,0.0
902,5803.47,2415.56,9.08,67.55,12324.02,65.75,2.35,0.0
904,6048.98,3329.74,8.83,76.58,10529.0,80.41,1.97,0.0
908,6048.5,3300.86,8.83,76.52,10573.81,78.25,1.97,0.0
910,5786.9,2795.51,8.82,79.13,9536.01,55.15,1.86,0.0
919,6196.25,2687.87,9.33,70.14,15470.51,74.66,2.68,0.0
921,6306.15,3891.67,8.63,76.1,12313.93,43.53,2.25,0.0
924,6192.35,2716.69,9.33,70.37,15352.16,76.13,2.66,0.0
927,6171.56,2878.66,9.34,71.27,15365.85,74.47,2.67,0.0
930,5765.27,0.35,0.01,9.36,0.04,20.05,0.0,0.0
931,5788.58,0.35,0.11,12.16,-2.09,20.21,-0.66,0.0
937,6049.34,3296.84,8.84,76.27,10523.17,79.12,1.98,0.0
939,6036.1,2996.94,8.93,77.33,11342.29,56.72,2.11,0.0
941,6258.84,3562.76,8.94,75.67,12624.09,83.77,2.26,0.0
949,5662.85,2270.22,8.52,73.42,10205.54,51.07,2.12,0.0
950,6032.88,2985.48,8.93,75.87,11361.75,56.68,2.1,0.0
951,5917.97,2235.38,8.03,76.04,10412.32,35.43,2.19,0.0
958,6171.83,2904.84,9.33,71.17,15297.04,74.31,2.67,0.0
960,6278.16,4083.98,8.63,76.83,12234.71,43.6,2.25,0.0
964,6248.5,3237.26,8.92,74.28,11195.37,64.25,2.0,0.0
967,5871.5,2407.76,9.32,68.08,12751.24,67.65,2.33,0.0
969,6032.07,3024.25,8.93,75.64,11361.52,56.69,2.1,0.0
970,5954.02,2262.41,8.29,76.54,10967.79,41.2,2.23,0.0
974,5822.0,2369.58,9.18,67.05,12475.47,66.54,2.34,0.0
992,6061.22,3394.1,8.93,78.32,11779.61,40.86,2.18,0.0
994,6031.27,3010.21,8.94,75.98,11344.71,56.62,2.1,0.0
996,5880.9,2643.8,8.52,75.75,10151.18,57.84,2.18,1.0
999,5761.7,0.39,1.98,2.75,2539.27,27.73,2.56,0.0
1000,6238.0,3234.03,8.92,74.49,11046.32,64.42,2.01,0.0
1001,5756.12,0.39,3.0,15.37,3745.58,27.84,2.19,0.0
1002,5742.5,0.39,3.0,0.75,3695.46,28.08,2.14,0.0
1003,5730.5,0.4,3.01,0.68,3646.2,28.14,2.12,0.0
1004,5978.52,3311.68,9.33,74.77,13433.04,72.51,2.41,0.0
1005,5724.58,0.4,3.01,0.04,3408.43,28.23,2.0,0.0
1006,6115.19,3000.25,9.34,73.54,14676.89,78.8,2.58,0.0
1007,5725.92,6.48,3.01,0.05,3401.27,28.52,1.97,0.0
1008,5724.0,430.03,3.01,0.26,3433.93,28.36,1.99,0.0
1009,5712.5,1471.62,6.02,1.82,7378.19,28.67,2.2,0.0
1010,5884.52,2396.38,9.34,67.65,12828.97,67.41,2.33,0.0
1011,6164.41,4052.01,8.62,76.65,11829.61,37.77,2.23,0.0
1013,6031.89,3498.44,8.85,77.78,10907.94,58.12,2.04,0.0
1015,6286.77,4092.38,8.64,76.85,12304.99,43.17,2.27,0.0
1016,6088.93,2987.49,8.94,75.97,11690.9,55.87,2.14,0.0
1017,5931.65,3264.73,9.13,74.8,12796.29,64.37,2.36,0.0
1019,5953.73,2297.17,8.29,76.4,10957.02,40.76,2.22,0.0
1021,6070.13,3356.85,8.93,77.86,11736.08,40.5,2.17,0.0
1022,5855.86,2382.71,9.28,67.87,12655.21,67.11,2.33,0.0
1023,6093.87,3013.66,8.93,75.62,11800.42,57.04,2.16,0.0
1026,6182.0,2671.93,9.33,70.18,15374.35,76.42,2.64,0.0
1030,5944.61,2304.67,8.25,79.81,10906.58,40.75,2.22,0.0
1032,5792.0,2194.11,8.68,67.12,11766.23,71.07,2.34,0.0
1033,5943.4,2256.27,8.25,76.06,10806.98,41.02,2.19,0.0
1035,6071.32,2994.74,8.93,75.64,11476.99,57.05,2.11,0.0
1037,6053.48,3344.17,8.94,77.95,11766.7,40.71,2.16,0.0
1042,5834.0,2396.27,9.23,67.21,12548.86,66.91,2.33,0.0
1045,5825.0,2391.72,9.2,67.27,12513.64,66.37,2.34,0.0
1046,5706.52,0.18,5.02,0.03,5091.47,62.07,1.79,0.0
1051,6245.62,3596.07,8.93,75.8,12583.9,82.73,2.26,0.0
1055,6162.74,4013.84,8.61,76.43,11819.98,37.8,2.22,0.0
1059,6124.27,3049.46,9.33,73.36,14745.65,79.83,2.58,0.0
1063,6069.47,3392.04,8.94,77.77,11848.97,40.54,2.18,0.0
1064,5686.31,1804.71,6.02,63.02,7282.78,30.78,2.13,0.0
1065,5784.04,2777.49,8.83,80.86,9512.7,54.87,1.88,0.0
1066,5884.16,2604.91,8.93,70.36,12639.83,74.58,2.39,0.0
1069,6258.94,3467.38,8.93,75.64,12774.07,81.26,2.28,0.0
1071,6060.33,3338.95,8.94,77.93,11732.6,40.42,2.17,0.0
1072,5778.97,2184.62,8.68,66.8,11702.97,71.8,2.34,0.0
1073,6026.46,3569.04,9.33,72.8,13607.48,66.05,2.41,0.0
1075,5975.0,3376.49,8.62,77.71,10750.72,47.48,2.08,0.0
1077,6110.42,3076.63,9.34,72.94,14703.21,79.22,2.58,0.0
1081,6174.5,2714.85,9.33,70.23,15229.58,76.41,2.65,0.0
1084,6060.77,3358.27,8.93,77.8,11755.27,40.5,2.17,0.0
1085,5840.5,2398.28,9.26,67.2,12606.58,67.37,2.34,0.0
1088,5696.38,0.17,3.01,0.01,2812.22,61.17,1.64,0.0
1089,6207.56,3670.0,8.63,74.78,11935.4,38.97,2.24,0.0
1095,5769.5,2127.07,8.68,66.31,11662.25,73.17,2.34,0.0
1096,6026.09,3596.58,9.33,73.0,13600.07,65.86,2.42,0.0
1098,6030.82,2995.26,8.94,75.93,11400.43,56.65,2.1,0.0
1104,6248.0,3403.17,8.93,74.1,11151.91,67.71,2.01,0.0
1108,5794.12,2798.79,8.66,79.93,9352.11,62.06,1.87,0.0
1110,6097.2,3698.49,8.78,77.58,10829.58,67.77,2.04,0.0
1112,5927.57,3311.49,9.13,74.85,12779.4,64.34,2.36,0.0
1113,5917.44,2283.51,8.03,78.11,10406.87,35.29,2.19,0.0
1117,5786.2,2459.95,7.03,73.82,8071.89,52.71,1.95,1.0
1118,5796.78,2191.16,8.68,67.01,11766.26,71.28,2.34,0.0
1119,6270.91,3205.74,8.92,74.65,11098.11,65.59,1.97,0.0
1122,6051.36,3366.3,8.93,77.89,11748.75,41.7,2.16,0.0
1124,6120.5,3048.78,9.33,73.43,14657.53,79.73,2.57,0.0
1125,6045.45,3303.2,8.83,76.43,10603.36,78.18,1.97,0.0
1126,5949.77,2493.12,8.03,78.23,10501.32,37.89,2.19,0.0
1128,5920.97,3326.92,9.13,74.65,12760.79,63.1,2.36,0.0
1134,6014.18,3312.96,8.83,76.39,10472.33,80.81,1.95,0.0
1135,5941.92,2268.47,8.24,76.01,10772.26,40.99,2.2,0.0
1140,6059.88,3364.73,8.94,77.95,11767.91,40.28,2.18,0.0
1141,6161.08,4002.96,8.61,76.5,11872.69,37.76,2.22,0.0
1142,6095.47,3003.76,8.93,75.76,11810.77,57.56,2.16,0.0
1143,6024.02,3305.64,8.83,76.5,10526.41,80.13,1.99,1.0
1144,5919.41,3270.11,9.13,74.63,12785.88,62.7,2.36,0.0
1145,6125.84,3049.05,9.33,73.28,14737.14,79.83,2.57,0.0
1146,6171.0,2714.75,9.33,70.09,15209.49,76.26,2.65,0.0
1148,6047.66,3334.66,8.83,76.9,10555.52,77.78,1.97,0.0
1150,6028.5,3591.89,9.33,72.82,13498.46,65.16,2.4,0.0
1151,5971.61,3315.65,9.33,74.7,13379.94,71.52,2.4,0.0
1152,5802.25,2794.46,8.72,79.84,9470.59,61.19,1.86,0.0
1153,6045.17,3317.57,8.83,76.53,10593.15,78.43,1.98,0.0
1154,6185.82,3718.98,8.62,75.16,11929.09,38.01,2.24,0.0
1155,5603.96,0.1,0.01,0.82,0.07,42.31,0.0,0.0
1156,6243.46,3602.78,8.93,75.68,12599.84,82.59,2.25,0.0
1157,6030.23,3585.92,9.33,72.76,13573.13,65.16,2.41,0.0
1158,6159.45,3945.61,8.61,76.23,11839.42,37.67,2.23,0.0
1159,6055.71,3325.34,8.93,77.82,11763.94,39.92,2.17,0.0
1160,5801.17,2807.12,8.72,79.92,9463.15,61.05,1.87,0.0
1161,5976.03,3355.59,8.63,77.9,10776.46,46.83,2.08,0.0
1162,6249.72,3580.36,8.93,75.79,12571.91,82.95,2.26,0.0
1164,6216.04,3581.82,8.63,74.72,12013.14,38.6,2.24,0.0
1165,6263.49,3441.08,8.94,75.74,12903.22,81.11,2.3,0.0
1166,5786.64,2222.57,8.68,66.76,11766.19,70.61,2.32,0.0
1167,5890.98,2580.95,8.93,70.36,12616.05,78.75,2.4,0.0
1169,6028.15,3489.56,8.85,77.88,10812.31,57.36,2.03,0.0
1170,6121.55,3103.13,8.91,81.01,11937.24,65.31,2.2,0.0
1171,5799.18,2795.68,8.72,80.0,9465.12,60.98,1.86,0.0
1173,6218.08,3592.46,8.93,75.72,12560.82,83.97,2.26,0.0
1174,6199.07,3671.17,8.63,74.94,11972.8,38.79,2.24,0.0
1175,6291.16,4096.58,8.63,76.86,12258.07,43.42,2.27,0.0
1177,5775.27,2981.79,7.03,78.34,8624.35,52.82,2.1,1.0
1178,6171.52,3712.45,8.61,75.17,11855.61,37.86,2.23,0.0
1179,6179.46,3718.96,8.61,75.13,11893.91,37.89,2.25,0.0
1180,5975.0,3352.54,8.62,77.99,10725.88,47.12,2.09,0.0
1181,6339.0,3718.41,8.63,75.24,12527.4,43.78,2.28,0.0
1182,6180.21,2917.19,9.33,71.34,15459.86,74.61,2.67,0.0
1184,6086.43,3009.46,8.93,77.09,11621.92,55.85,2.15,0.0
1186,6222.15,3603.42,8.63,74.59,12054.39,38.36,2.25,0.0
1187,5903.78,2596.79,8.93,70.4,12752.06,74.96,2.42,0.0
1188,5975.65,3343.31,8.63,77.9,10759.0,46.93,2.09,0.0
1189,6105.08,3703.31,8.78,77.39,10834.13,67.93,2.03,0.0
1191,6036.91,2995.23,8.93,76.11,11360.35,56.63,2.1,0.0
1192,6106.0,3696.32,8.78,77.17,10803.88,67.93,2.02,0.0
1193,5973.0,3344.07,8.63,78.62,10746.59,46.89,2.09,0.0
1194,5800.5,2193.22,8.68,64.7,11766.1,71.64,2.34,0.0
1195,6053.04,3357.4,8.93,77.55,11773.21,41.39,2.17,0.0
1196,6178.0,2706.03,9.33,70.0,15221.68,76.13,2.65,0.0
1197,6093.8,3708.35,8.78,77.81,10872.41,67.36,2.03,0.0
1198,6247.78,3624.85,8.93,75.84,12612.34,82.8,2.25,0.0
1200,6182.0,2894.0,9.33,71.56,15430.97,74.69,2.67,0.0
1201,5958.03,3308.65,9.33,74.61,13284.09,68.57,2.39,0.0
1202,5904.57,2606.76,8.93,70.25,12780.56,75.47,2.42,0.0
1203,6033.68,3016.4,8.93,76.3,11373.01,57.03,2.11,0.0
1204,5659.2,2205.9,8.69,69.31,11372.24,32.59,2.32,0.0
1205,6171.02,2892.11,9.34,71.37,15352.8,75.13,2.66,0.0
1206,5962.98,3290.82,9.33,74.66,13307.3,70.49,2.4,0.0
1207,6095.34,3709.85,8.78,77.22,10836.92,67.73,2.03,0.0
1208,6250.82,3599.35,8.93,75.58,12599.36,82.83,2.27,0.0
1209,6192.19,3691.32,8.63,75.04,11927.99,38.41,2.24,0.0
1210,5960.81,2286.22,8.34,76.19,11067.82,41.14,2.23,0.0
1213,5783.28,2783.98,8.83,81.54,9602.36,54.65,1.88,0.0
1214,5973.81,3379.62,8.63,78.11,10764.69,47.09,2.1,0.0
1215,6106.1,3731.29,8.78,77.31,10873.31,67.43,2.03,0.0
1217,6034.3,3600.62,9.33,72.95,13583.92,65.17,2.41,0.0
1218,5867.09,3112.99,8.84,77.39,10828.62,72.08,2.09,1.0
1219,5975.19,3344.34,8.63,78.12,10780.77,46.76,2.1,0.0
1220,5998.5,2553.75,8.58,78.66,11380.49,70.33,2.21,0.0
1221,6038.8,3519.49,8.86,77.88,10844.69,59.34,2.04,0.0
1222,6106.28,3700.72,8.79,78.06,10921.36,67.34,2.04,0.0
1223,6280.02,4101.88,8.63,76.69,12264.4,43.64,2.26,0.0
1224,5904.83,2582.27,8.93,70.76,12770.75,75.65,2.41,0.0
1226,5973.0,3361.85,8.63,77.97,10796.37,46.87,2.08,0.0
1227,6261.54,3450.6,8.93,75.98,12869.09,80.96,2.3,0.0
1228,6054.37,3327.33,8.94,78.39,11764.0,40.54,2.17,0.0
1229,6039.74,3289.06,8.83,76.48,10534.88,78.71,1.98,0.0
1230,5973.35,3340.43,8.63,77.99,10736.16,47.14,2.08,0.0
1231,6090.88,3011.45,8.94,75.87,11668.08,55.9,2.14,0.0
1232,6094.1,3699.45,8.78,78.04,10861.93,67.55,2.03,0.0
1233,6001.92,3195.63,8.86,75.39,11034.06,53.14,2.08,0.0
1236,5797.5,2803.3,8.67,79.82,9366.76,61.46,1.86,0.0
1237,5973.0,3370.33,8.63,78.42,10773.94,46.85,2.09,0.0
1238,5799.69,2795.93,8.73,79.97,9422.84,60.85,1.87,0.0
1240,5883.56,2589.8,8.93,70.29,12616.19,74.59,2.39,0.0
1241,5795.78,2794.26,8.7,81.67,9434.81,61.51,1.86,0.0
1242,6041.96,3311.92,8.83,77.44,10597.78,78.32,1.97,0.0
1243,6048.5,0.83,8.72,0.04,10014.4,59.29,1.91,1.0
1245,6040.82,3294.49,8.83,77.56,10569.19,78.38,1.98,0.0
1246,6068.81,3327.95,8.94,77.85,11815.63,40.82,2.17,0.0
1247,6000.74,2576.93,8.58,77.88,11378.16,71.67,2.21,0.0
1248,5926.77,3293.36,9.13,74.3,12792.0,64.38,2.37,0.0
1249,6166.08,4066.48,8.61,76.66,11896.62,37.78,2.23,0.0
1250,6106.58,3042.1,9.33,73.54,14676.17,79.31,2.58,0.0
1251,5950.11,2306.06,8.28,75.93,10834.58,41.34,2.2,0.0
1252,6163.47,3948.75,8.61,75.59,11823.43,37.76,2.23,0.0
1253,6167.5,3774.27,8.61,75.1,11864.47,37.64,2.23,0.0
1254,6026.82,3630.9,9.33,72.84,13610.07,66.58,2.42,0.0
1255,5975.13,3291.28,9.33,74.79,13384.3,72.72,2.41,0.0
1256,5780.81,2816.59,8.88,80.8,9572.53,54.54,1.87,0.0
1257,5794.78,2783.78,8.79,81.64,9552.17,56.76,1.88,0.0
1258,6055.13,3023.17,8.93,76.41,11418.08,56.96,2.1,0.0
1259,5952.06,3298.59,9.33,74.7,13202.82,67.94,2.39,0.0
1260,6106.24,3716.02,8.79,77.89,10867.67,67.13,2.03,0.0
1261,6127.77,3049.01,9.33,72.92,14712.34,79.81,2.58,0.0
1262,5790.85,2776.2,8.62,81.05,9271.33,62.93,1.87,0.0
1263,6000.98,2533.03,8.58,77.7,11324.12,71.32,2.2,0.0
1265,6025.11,3301.22,8.83,76.53,10545.98,80.13,1.98,0.0
1266,5886.46,2574.54,8.93,70.19,12657.27,74.41,2.4,0.0
1267,6028.0,3312.32,8.84,76.78,10546.13,79.8,1.98,0.0
1268,6159.0,4032.78,8.61,76.25,11840.42,37.38,2.24,0.0
1269,5791.66,2807.47,8.66,81.57,9348.35,61.93,1.87,0.0
1270,6106.47,3701.69,8.78,77.29,10910.39,67.1,2.02,0.0
1271,6000.48,2560.09,8.58,77.77,11371.04,71.99,2.21,0.0
1272,6106.05,3663.85,8.79,77.51,10846.6,67.58,2.03,0.0
1274,5998.5,2572.31,8.58,79.03,11395.65,70.71,2.22,0.0
1275,6066.02,3629.76,8.93,77.65,11021.77,63.43,2.04,0.0
1276,5999.74,2578.91,8.58,77.48,11314.75,71.19,2.21,0.0
1277,6033.23,3602.02,9.33,72.82,13496.58,65.38,2.4,0.0
1278,6029.08,3617.12,9.33,72.86,13501.37,65.09,2.41,0.0
1279,6059.22,3348.27,8.93,77.88,11780.67,40.24,2.18,0.0
1280,6106.14,3705.51,8.78,77.57,10862.99,67.59,2.02,0.0
1281,6219.0,3411.83,8.92,73.98,11094.01,68.23,2.0,0.0
1282,5998.5,2554.38,8.58,77.86,11344.58,70.98,2.21,0.0
1283,6066.32,3662.42,8.94,77.64,11024.81,63.41,2.03,0.0
1284,6195.24,2709.75,9.33,70.09,15359.98,75.09,2.66,0.0
1285,6101.39,3713.92,8.79,77.37,10879.24,67.67,2.04,0.0
1286,5779.33,3100.58,7.03,80.55,8784.74,52.43,2.15,0.0
1288,5781.38,2792.29,8.86,79.73,9588.54,54.46,1.88,0.0
1289,5998.5,2572.62,8.58,77.57,11313.93,71.16,2.21,0.0
1290,5997.73,2575.85,8.58,77.87,11323.68,69.62,2.19,0.0
1291,6035.38,3604.09,9.33,73.25,13572.88,64.53,2.41,0.0
1292,5783.42,2209.26,8.68,67.26,11732.45,71.06,2.32,0.0
1293,6094.4,3697.01,8.78,77.88,10864.01,67.53,2.04,0.0
1294,6048.89,3005.87,8.94,75.81,11353.0,57.15,2.11,0.0
1295,6229.48,3616.92,8.94,75.78,12492.0,83.64,2.25,0.0
1296,6251.91,3595.29,8.94,75.65,12594.03,82.92,2.25,0.0
1297,5982.0,3367.64,8.64,77.97,10855.86,43.57,2.09,0.0
1298,6072.0,0.83,8.72,0.02,10264.61,59.68,1.96,1.0
1299,5823.5,3056.01,8.72,78.26,11526.22,51.97,2.26,0.0
1300,6241.31,3589.66,8.93,75.69,12523.7,82.57,2.25,0.0
1301,5973.0,3353.67,8.62,77.86,10760.58,46.68,2.09,0.0
1302,6032.44,3494.14,8.86,77.79,10872.1,58.48,2.04,0.0
1303,6100.52,3047.17,9.33,72.65,14595.03,78.49,2.57,0.0
1304,5786.6,2780.31,8.81,81.79,9588.94,56.5,1.87,0.0
1305,5792.72,2842.72,8.79,81.69,9520.13,56.56,1.87,0.0
1306,6106.33,3711.32,8.78,77.92,10820.46,67.23,2.02,0.0
1307,6174.5,3689.84,8.61,75.23,11915.12,38.12,2.23,0.0
1308,6231.54,3604.54,8.64,74.45,12114.76,38.13,2.26,0.0
1309,5894.97,2618.79,8.93,70.22,12624.23,79.36,2.41,0.0
1310,5796.99,2800.55,8.69,81.62,9400.6,61.81,1.86,0.0
1311,5960.97,3310.5,9.33,74.65,13345.39,69.6,2.38,0.0
1312,6030.63,3496.05,8.85,77.76,10788.61,57.72,2.03,0.0
1313,6071.22,3669.06,8.94,77.53,11034.51,63.07,2.03,0.0
1314,6057.18,3357.19,8.93,77.98,11792.26,39.89,2.17,0.0
1316,5767.0,2115.59,8.68,65.8,11654.45,73.85,2.31,0.0
1317,5973.0,3323.32,8.62,77.88,10717.02,46.75,2.08,0.0
1318,5794.57,2800.16,8.71,81.57,9414.25,61.04,1.87,0.0
1319,5973.0,3334.15,8.62,78.83,10782.11,46.83,2.09,0.0
1320,6276.3,4084.88,8.62,77.01,12194.72,43.39,2.26,0.0
1321,5998.5,2552.1,8.58,77.87,11348.03,69.57,2.2,0.0
1322,5903.52,2615.16,8.93,70.25,12747.98,74.48,2.42,0.0
1323,5799.64,2788.81,8.67,79.67,9368.41,61.66,1.87,0.0
1324,6235.5,3427.67,8.92,73.96,11145.79,67.63,2.0,0.0
1325,5897.42,2610.79,8.93,70.36,12628.28,79.97,2.4,0.0
1326,5962.05,2253.64,8.34,78.12,11175.76,41.19,2.24,0.0
1327,6000.22,2575.11,8.58,78.59,11380.38,72.45,2.21,0.0
1328,6056.64,3325.94,8.93,77.97,11806.85,39.83,2.18,0.0
1329,5762.8,2061.93,8.68,65.95,11580.42,74.8,2.31,0.0
1330,6048.91,3365.61,8.93,77.84,11741.21,42.14,2.17,0.0
1331,6106.19,3737.13,8.79,77.65,10857.44,67.39,2.02,0.0
1332,6070.79,3378.48,8.93,77.64,11761.05,40.95,2.17,0.0
1333,5802.17,2779.33,8.75,79.6,9450.7,59.68,1.87,0.0
1334,6062.02,3358.52,8.93,78.51,11822.55,40.68,2.17,0.0
1335,6095.03,3125.51,8.84,75.28,10718.26,58.79,1.98,1.0
1336,5893.04,2582.81,8.93,70.09,12607.38,78.75,2.39,0.0
1337,6100.82,3690.3,8.79,77.24,10869.17,67.72,2.03,0.0
1338,5963.76,3310.33,9.33,74.53,13328.04,70.66,2.39,0.0
1340,5808.32,2553.51,8.93,69.09,12052.41,64.01,2.32,0.0
1341,5783.01,2806.06,8.84,81.67,9617.58,54.63,1.88,0.0
1342,5803.71,2791.91,8.75,79.56,9479.86,59.98,1.87,0.0
1343,6055.26,3344.17,8.93,77.99,11772.26,40.15,2.18,0.0
1344,6133.5,3719.32,8.79,74.38,10893.12,69.59,2.01,0.0
1345,5904.31,2586.31,8.93,70.18,12759.7,75.09,2.42,0.0
1347,5974.67,3350.69,8.62,78.12,10767.17,46.27,2.09,0.0
1348,5856.3,2705.11,8.93,70.46,12407.92,69.9,2.36,0.0
1349,5801.87,2787.55,8.75,81.73,9532.81,60.22,1.87,0.0
1350,5999.96,2539.25,8.58,78.97,11374.53,72.99,2.22,0.0
1351,5893.78,2625.0,8.93,70.78,12595.96,78.9,2.41,0.0
1353,5798.36,2768.58,8.77,81.2,9503.78,58.07,1.88,0.0
1354,6034.66,3283.62,8.83,76.6,10504.51,79.68,1.97,1.0
1355,5808.23,2545.15,8.93,68.92,12051.78,64.11,2.32,0.0
1356,6033.1,3279.83,8.83,76.57,10523.42,79.77,1.98,0.0
1357,6010.04,3096.34,9.33,73.55,13594.2,77.39,2.43,0.0
1358,6225.28,3412.24,8.93,74.91,11157.39,62.16,2.01,0.0
1359,5798.73,2787.79,8.76,81.82,9517.0,60.41,1.86,0.0
1360,6073.0,3363.71,8.93,78.57,11892.26,40.56,2.19,0.0
1361,6045.68,3277.54,8.73,77.38,10439.41,60.37,1.98,1.0
1362,5857.03,2692.4,8.93,69.76,12392.58,70.27,2.37,0.0
1363,6230.5,3223.45,8.92,74.66,11042.44,64.17,1.99,0.0
1364,6159.41,4032.82,8.61,76.61,11804.99,37.49,2.24,0.0
1365,5950.21,2501.7,8.03,78.36,10481.69,37.73,2.19,0.0
1366,6071.46,3343.47,8.93,77.8,11809.45,40.82,2.17,0.0
1367,5975.0,3356.9,8.62,78.04,10784.86,46.42,2.08,0.0
1368,6031.34,3527.35,8.85,77.79,10866.25,58.1,2.02,0.0
1370,5974.27,3348.72,8.62,77.9,10698.01,47.28,2.09,0.0
1371,5904.04,2600.2,8.93,70.44,12745.65,74.86,2.41,0.0
1372,6105.84,2752.34,9.33,70.18,14728.82,74.16,2.59,0.0
1373,5908.87,2619.16,8.93,70.59,12778.85,77.31,2.43,0.0
1374,6043.4,3273.91,8.83,77.22,10597.43,78.43,1.97,0.0
1375,6029.65,3610.23,9.33,72.94,13543.29,64.91,2.42,0.0
1376,6023.44,3297.94,8.83,76.71,10492.91,80.08,1.98,0.0
1377,6194.82,2727.72,9.33,70.41,15546.01,75.32,2.69,0.0
1378,6195.94,2694.2,9.33,70.1,15484.3,74.78,2.68,0.0
1380,6013.54,3294.95,8.83,77.54,10496.59,80.84,1.97,1.0
1381,5904.12,2605.8,8.93,70.47,12673.84,79.75,2.4,0.0
1382,6061.17,3544.52,8.92,78.86,11598.24,52.79,2.15,0.0
1383,6027.41,3603.99,9.33,72.88,13612.92,66.55,2.42,0.0
1384,5792.73,2795.56,8.8,79.79,9507.04,56.87,1.87,0.0
1385,5915.84,2255.28,8.03,76.6,10329.03,35.43,2.18,0.0
1387,6106.38,3686.36,8.78,78.11,10908.45,66.81,2.04,0.0
1388,5799.63,2790.26,8.79,79.19,9583.71,57.28,1.86,0.0
1389,5950.61,2285.29,8.29,77.41,10865.34,41.45,2.21,0.0
1390,5924.3,3334.7,9.13,74.71,12807.98,64.01,2.37,0.0
1391,5974.24,3759.06,9.34,74.75,13224.12,73.34,2.38,0.0
1392,6016.36,3296.16,8.84,76.49,10448.91,79.68,1.97,0.0
1393,6014.5,3310.21,8.83,76.48,10456.06,81.0,1.96,0.0
1394,6202.0,3442.65,8.92,74.74,11062.49,68.23,1.99,0.0
1396,6099.03,3691.47,8.78,77.37,10853.31,67.59,2.02,0.0
1398,5798.16,2778.94,8.76,79.7,9505.04,59.21,1.88,0.0
1399,6009.47,3094.33,9.33,73.12,13638.65,77.98,2.43,0.0
1400,5899.5,2603.64,8.93,70.16,12617.71,80.06,2.4,0.0
1401,6082.2,3038.58,9.33,73.25,14435.69,77.02,2.54,0.0
1402,5808.0,2838.98,8.72,78.22,11394.23,51.79,2.25,0.0
1403,6049.93,3374.95,8.94,77.72,11729.82,41.6,2.17,0.0
1404,6073.0,3334.52,8.93,77.93,11815.79,40.52,2.18,0.0
1405,5797.02,2759.38,8.77,81.26,9538.89,58.75,1.87,0.0
1406,6106.42,3710.09,8.78,77.61,10884.7,66.87,2.02,0.0
1408,6067.74,3344.3,8.94,77.99,11835.64,41.05,2.17,0.0
1409,6054.82,3353.39,8.93,79.1,11729.14,40.18,2.17,0.0
1410,6095.18,3106.69,8.83,74.9,10659.3,58.49,1.99,1.0
1411,6192.09,2819.19,9.33,70.98,15540.33,75.0,2.69,0.0
1412,5982.0,3386.44,8.64,77.88,10811.93,43.22,2.09,0.0
1413,6091.24,3056.3,9.33,73.26,14496.8,76.93,2.54,0.0
